User name,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
himanshusaxena,2023-02-16T20:36:55Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],722a079d-37c3-45b4-98ca-f22bdd382f85,19aa3137-405e-4319-8835-78588578753f,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:54Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],c1fe6c0c-2ea1-4ab9-9058-109786fe18c9,6787f9a4-7f85-4819-aac2-e5f16be77491,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:54Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],10029472-f222-437d-928e-be26a6de2591,d6d3d2d2-7a6f-43ad-9dd0-6d5c0b37ccb8,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],0ea77b86-4ec9-4a4b-8eb4-16855113b98d,505e1a76-4edc-452d-93e2-a7f03f651175,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:52Z,cloudshell.amazonaws.com,CreateSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],a827490d-0fa5-4335-bea6-9a2b6e2bf345,a7cc43da-c6da-40d3-836a-8a532c5f09ca,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:44Z,cloudshell.amazonaws.com,StartEnvironment,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],2e51e1fa-b720-48e6-9f87-d7b2af57e015,c433a11d-276f-4b0e-809a-97f13d82edd0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:43Z,cloudshell.amazonaws.com,CreateEnvironment,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],3fa0166c-98df-4aa4-8523-e49d8731cc41,6cf1a26b-bc00-4e17-9056-1aab2ffe2a5c,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:35:43Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],09fb2f67-776d-4901-b3b1-7afd6fe603b5,f714e7f6-25b7-48db-aaff-bae7cc6291bc,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:25:30Z,iam.amazonaws.com,DeleteAccessKey,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIA2S7NHF27WUZW4H66""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""himanshusaxena""}]",54277317-2800-4d1f-887a-5dd4da901133,6a023ab3-d829-44fc-a8e1-c251bd9ec0b0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:25:11Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIA2S7NHF27WUZW4H66""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""himanshusaxena""}]",78603f8e-7e31-41ee-84e9-6762604035b0,b0030fd4-3c5a-4a46-9337-cf07bb1e2550,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:21:59Z,iam.amazonaws.com,CreateAccessKey,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIA2S7NHF27X7SKKRF4""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""himanshusaxena""}]",443870b5-7cff-4560-8a3a-d0ab4dba94b8,064f92f8-fab8-4cd1-94b8-ad1da0fd7622,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:21:59Z,iam.amazonaws.com,TagUser,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""himanshusaxena""}]",ecd545ea-0061-47f0-bf9b-8ab9d2c8fec9,8bb3b244-e797-4243-a881-dadaa207f618,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:19:20Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,8f7f381d-8e4b-4ed3-8e9b-27480118ebb3,FALSE,AwsConsoleSignIn,7.27958E+11,Management
himanshusaxena,2023-02-16T20:19:07Z,signin.amazonaws.com,CheckMfa,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,39ef19bf-af9f-4e10-a92b-20a925636fb9,FALSE,AwsConsoleSignIn,7.27958E+11,Management
root,2023-02-16T19:23:18Z,budgets.amazonaws.com,CreateBudget,us-east-1,216.152.106.24,AWS Internal,,[],bf44aaf4-d9b5-4202-975a-585944bf9e7b,b731eda9-8932-4955-8e44-a42de6876c1e,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:15:21Z,budgets.amazonaws.com,UpdateBudget,us-east-1,216.152.106.24,AWS Internal,,[],9d0217fe-3e3a-4fdf-ba1a-56bc57e2b561,e6491adb-a31e-4bbb-a354-e821b0290cf4,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:14:11Z,budgets.amazonaws.com,UpdateNotification,us-east-1,216.152.106.24,AWS Internal,,[],fe4cf164-c60a-433c-ad87-60d077bf7f3c,4990b207-105c-420e-b572-6ae974f71ddb,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:14:11Z,budgets.amazonaws.com,UpdateBudget,us-east-1,216.152.106.24,AWS Internal,,[],317073ab-a86e-4ce3-bb65-49f1fc8c1e93,ea83e9db-eacc-434a-837c-46bc5ee74abf,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:12:41Z,budgets.amazonaws.com,UpdateNotification,us-east-1,216.152.106.24,AWS Internal,DuplicateRecordException,[],9f83e016-31b2-4b74-a184-53b351073689,b027ba59-376d-4e90-ae69-c338800c8543,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:12:41Z,budgets.amazonaws.com,UpdateNotification,us-east-1,216.152.106.24,AWS Internal,,[],e6023bb2-7e12-49e6-9e7a-3ce809cfde9b,dcc4534a-1159-4ad1-be0d-6a69de1e3327,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:12:40Z,budgets.amazonaws.com,UpdateBudget,us-east-1,216.152.106.24,AWS Internal,,[],d9f3744c-206a-494a-b787-360ce1970336,01cb48c8-88a9-457e-9398-8c888fecb101,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T19:00:08Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,dddc21e4-0fcf-41da-96ae-964313c4091b,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T19:00:07Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,93fd1e8b-88fd-4b4d-9e25-75154e038271,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T19:00:03Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,cfc1611c-0a2d-42f1-9d70-92ab87d783e2,FALSE,AwsConsoleSignIn,7.27958E+11,Management
root,2023-02-16T17:42:33Z,billingconsole.amazonaws.com,SetTagKeysState,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,691211ac-1df7-41bf-ab4c-7690025ef9e9,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:42:19Z,billingconsole.amazonaws.com,SetTagKeysState,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,2d03ccd4-a5dd-4839-8a44-4e8c0bca3eb0,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:41:41Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,4fd35533-36c5-4dcb-b997-82506951cdeb,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:41:41Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,f4fe98c9-6e53-4d21-85ae-43e3fe7b0078,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:40:05Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,cf8d09bc-ba45-43b3-8d5d-f4fbf7b99729,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:40:04Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,f9da9e60-ac46-4128-9fc9-e592c779d25e,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:31:50Z,budgets.amazonaws.com,CreateBudget,us-east-1,216.152.106.24,AWS Internal,,[],e981113b-1d8c-43a1-8017-d7e837e66d8b,0e181f9d-1a40-49ed-864c-556b69f1786d,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T17:30:41Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.106.24,AWS Internal,,[],673a691d-1e46-482d-9838-db85bef142bf,4ba845dc-1232-4b9b-9d7a-f4987265d34a,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T17:26:42Z,monitoring.amazonaws.com,DeleteAlarms,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm for Himanshu Saxena""}]",71b28d72-fda0-4ac4-babf-599272639cb2,6eaf06a1-dcd7-4477-8a09-ce4015b608f8,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T17:24:52Z,monitoring.amazonaws.com,PutMetricAlarm,us-east-1,216.152.106.24,AWS Internal,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""Billing Alert""}]",ce880c4f-56eb-4714-8481-37fb8ad1b69a,6a8cde2d-1c01-4566-8abb-a38344848413,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-16T17:11:13Z,billingconsole.amazonaws.com,SetReportPreferences,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,9dd80fae-2253-4466-b0e3-036649ae6a11,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:11:13Z,billingconsole.amazonaws.com,SetInvoicePreferences,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,d2894c8c-2971-4481-a6a0-868bf70fa07f,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:07:10Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,0c9c12f6-e618-438d-bb32-7abda5aefca1,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:07:10Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,46391abb-e0af-44e3-888a-6ee52f27142b,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:06:24Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,362d64cf-4efd-43e6-a503-483bf9178285,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:06:24Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,777831dc-9f2d-44af-ac7b-5bd92682e60a,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:06:24Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,a2daa57b-b41a-41a3-8811-035f4a111259,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-16T17:04:29Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,07e656fb-e850-472a-95ec-18df70beebc6,FALSE,AwsConsoleSignIn,7.27958E+11,Management
himanshusaxena,2023-02-16T15:37:43Z,organizations.amazonaws.com,CreatePolicy,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",MalformedPolicyDocumentException,[],717a1cb6-6634-49dd-aab9-760a4a7836ee,e3db0c1b-b7c7-4957-b5d8-e6c5b83d822a,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T15:36:58Z,organizations.amazonaws.com,EnablePolicyType,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],ab7ac74b-9def-4fd4-a029-4f245669f252,0973d36a-6401-44cd-8f50-c822fd9a7bd4,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T14:19:42Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,d14b1dbb-17d8-414e-9abc-d273a6978732,FALSE,AwsConsoleSignIn,7.27958E+11,Management
himanshusaxena,2023-02-16T14:19:24Z,signin.amazonaws.com,CheckMfa,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,2331eafc-4a82-400a-91bb-a3585d78d631,FALSE,AwsConsoleSignIn,7.27958E+11,Management
himanshusaxena,2023-02-15T20:03:32Z,iam.amazonaws.com,EnableMFADevice,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""himanshusaxena""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::727957581503:mfa/HS21AWS01-IAMuser-himanshusaxena""}]",52779fec-df1b-447f-b0df-fb616ef1f1ea,cee84eab-aeec-4ce7-8d3b-317f8d9b24bb,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-15T20:02:33Z,iam.amazonaws.com,CreateVirtualMFADevice,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::727957581503:mfa/HS21AWS01-IAMuser-himanshusaxena""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""HS21AWS01-IAMuser-himanshusaxena""}]",62f41290-3543-4a69-b78f-b7ce60f77448,9b40319c-7f9f-4bca-9651-e19a9045a452,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-15T19:59:15Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,ca27cf7c-f427-444f-96a4-a1c4a42dd6ad,FALSE,AwsConsoleSignIn,7.27958E+11,Management
root,2023-02-15T19:57:28Z,iam.amazonaws.com,CreateVirtualMFADevice,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::727957581503:mfa/HS21AWS01-IAM""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""HS21AWS01-IAM""}]",7558539b-f03f-4b57-9952-11d021f59cd9,2a3a8a12-d762-4546-b80e-9d5e27e314c6,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:57:09Z,iam.amazonaws.com,CreateVirtualMFADevice,us-east-1,216.152.105.22,AWS Internal,EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""HS21AWS01""}]",24d5cbab-09b7-498a-8c33-d2a7e98c74e2,9cc805aa-f50d-4094-a8f9-700eb6e0b5ff,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:54:30Z,iam.amazonaws.com,CreateVirtualMFADevice,us-east-1,216.152.105.22,AWS Internal,EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""HS21AWS01""}]",94d7922b-b6d5-49ac-a7a3-61ff71797e23,db94d7d6-2deb-4778-a7b1-7f363a039d6b,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:39:21Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,018360e9-e7ab-4f9a-b216-75f3c6e64ecb,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:39:05Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,38da9d74-972e-4d48-9e22-aa2605b4f7b6,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:39:04Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,f9db7604-4b56-4de7-987b-b747792ebcb8,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:38:55Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,723d3570-7f19-4f7d-831d-632935e49ed7,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:38:55Z,billingconsole.amazonaws.com,GetBillingNotifications,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,89efaf3e-a2f0-4704-9986-c6deaa282eeb,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:38:55Z,billingconsole.amazonaws.com,GetTaxInvoicesMetadata,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,d0fef017-f0ab-4a0b-acad-8b430a66a684,FALSE,AwsConsoleAction,7.27958E+11,Management
root,2023-02-15T19:26:55Z,cloudtrail.amazonaws.com,DeleteTrail,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:727957581503:trail/AWSCloudBootcamp""}]",79ed22cb-ef9f-4a69-a4bf-f82550145677,1e03b71b-9889-4e6b-a627-cd15cf58bed7,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:25Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:727957581503:trail/AWSCloudBootcamp""}]",94dc5965-0389-45a4-82c6-eeeb64266081,50c9c959-beb3-476f-9ccf-c80f66ba1431,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:25Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:727957581503:trail/AWSCloudBootcamp""}]",0cae8a0f-b0dc-49b0-9309-95eeb62b7d22,9710a19d-80a5-454b-9b52-0d5fedb74932,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:25Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,216.152.105.22,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""AWSCloudBootcamp""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:727957581503:trail/AWSCloudBootcamp""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-727957581503-176486b1""}]",0fd996fd-7ba2-4913-a842-e7c472f87538,a2c193a0-471c-48f0-add6-c509130ffcd6,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:24Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,216.152.105.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.10.165-126.735.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.352-b10 java/1.8.0_352 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-727957581503-176486b1""}]",5Q9563SQ6KSQS8DS,128a9b78-b147-4557-8eec-8683e55dac26,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:24Z,s3.amazonaws.com,CreateBucket,us-east-1,216.152.105.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.10.165-126.735.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.352-b10 java/1.8.0_352 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-727957581503-176486b1""}]",5Q9BY7RAYQ3GM37M,9128b1cd-e447-40ea-9046-01f5357b2e37,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T19:24:24Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,216.152.105.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.10.165-126.735.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.352-b10 java/1.8.0_352 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-727957581503-176486b1""}]",5Q92D53Y0VMJH3T1,c7f59226-3d79-4534-9f45-b89414c7b8a3,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T18:08:32Z,organizations.amazonaws.com,MoveAccount,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],1252f372-91f2-497a-83b0-a820b4322015,3ea38ebe-c2d1-4155-88a3-bf0ba2166360,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T18:08:04Z,organizations.amazonaws.com,RemoveAccountFromOrganization,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",MasterCannotLeaveOrganizationException,[],8bbab544-974c-4de3-b82b-4d7fd81e82d5,5cfedb16-7789-49a8-b99b-fe5254e1c884,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T18:07:39Z,organizations.amazonaws.com,RemoveAccountFromOrganization,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",MasterCannotLeaveOrganizationException,[],912ba234-3209-4ae6-8491-1b855ac36293,e1497311-5c2b-40ed-a02b-d42cebb259d4,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-15T18:06:53Z,organizations.amazonaws.com,MoveAccount,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],94cd6792-2caf-4677-b91e-39fc33bda314,0e019790-9a76-4cb6-a4d0-dbe1d6c82f3e,FALSE,AwsApiCall,7.27958E+11,Management
